,title,year,duration,genres,rating,synopsis,directors,stars
6105,Thothapuri: Chapter 1,2022.0,120,Comedy,4.2,,Vijaya Prasad,"H.G. Dattatreya,Dhananjaya,Jaggesh,Ram Manjjonaath"
6106,Kacher Manush,2022.0,135,Drama,8.3,"Kuntol and Sudarshan meet when they are at their lowest. On hearing Kuntol's story, Sudarshan gets a dangerous and illegal idea that can solve both their problems that results in a hide and seek game with life.",Pathikrit Basu,"Tulika Basu,Prasenjit Chatterjee,Susmita Chatterjee,Rudra Chaudhuri"
6107,The Mushroom Trip,2022.0,95,"Comedy, Drama",5.1,"A struggling screenwriter and his best friend Jami, a car dealer, are fed up with how painfully stuck their heads. They decide to do something about it and rent a cabin on Finnish archipelago for the weekend to get their minds blown.",Jukka-Pekka Siili,"Ville Myllyrinne,Martti Suosalo,Sanni Haahdenmaa,Titta Jokinen"
6108,Karnasubarner Guptodhon,2022.0,128,"Adventure, Mystery, Thriller",5.9,"After discovering an old riddle that talks about the hidden treasures of King Shashanka, Sona-da Subarna Sen, Abir and Jhinuk follow a perilous trail to find it.",Dhrubo Banerjee,"Abir Chatterjee,Arjun Chakrabarty,Ishaa Saha,Barun Chanda"
6109,La manzana de oro,2022.0,100,Comedy,,Three generations of poets meet every year in an isolated convent to compete for a prize.,Jaime Chávarri,"Sergi López,Marta Nieto,Adrián Lastra,Vicky Peña"
6110,Sore ga Iru Mori,2022.0,107,"Horror, Mystery",4.3,"There are many mysterious and strange phenomenons taking place in a forest. People, including Tanaka Junichi, witness the unidentifiable ""that"" and experience unknown fear.",Hideo Nakata,"Masaki Aiba,Noriko Eguchi,Fumiyo Kohinata,Hidekazu Mashima"
6111,The Rush Call,2022.0,58,"Action, Drama",9.2,"A corporate promotion pushes a suburban dad to choose between creative pursuits and career responsibilities, leading him on an unexpected adventure with surprising consequences for his family.",Trey Riley,"Lacey Caroline,Rachel Petsiavas,Jeremy Carr,Zach Humphrey"
6112,Mei Hoom Moosa,2022.0,138,Drama,5.8,"Moosa, a soldier returns home after 19 years in Jail. He finds he is presumed dead. How Moosa sets about to prove his identity while also trying to come to terms with everything that has happened around him during his time behind bars.",Jibu Jacob,"Poonam Bajwa,Suresh Gopi,Johny Antony,Saiju Kurup"
6113,I Am Makimoto,2022.0,104,Drama,6.5,So Makimoto works in the omiokuri department at city hall. The department's main responsibility is to hold funerals for deceased individuals without family members and bury them at a ...,Nobuo Mizuta,"Sadao Abe,Denden,Jun Kunimura,Suzuki Matsuo"
6114,La quietud en la tormenta,2022.0,97,Drama,,"Lara returns from Paris with her partner, Telmo, to settle in San Sebastian. Daniel has never left the city; today he lives with his girlfriend, Vera, and works for his mother's real estate...",Alberto Gastesi,"Loreto Mauleón,Iñigo Gastesi,Aitor Beltrán,Vera Milán"
6115,Boudi Canteen,2022.0,117,"Drama, Family",7.1,,Parambrata Chattopadhyay,"Arun Banerjee,Soham Chakraborty,Parambrata Chattopadhyay,Subhasree Ganguly"
6116,Muoi: The Curse Returns,2022.0,95,"Drama, Horror",5.7,"Linh accepts the invitation to visit Hang, her long lost best friend at a old house in a nearby city. During her stay, Linh discovers the haunted portrait of Muoi and its curse throughout ...",Hang Trinh,"Hong-Anh,Binh Minh,Chi Pu,Rima Thanh Vy"
6117,The Mansfield Ghost,2022.0,72,Horror,6.3,Lilly is a makeup and FX influencer hoping to expand her audience by live-streaming from a notoriously haunted house.,Richard Mansfield,"Kelly Goudie,Itasha James,Daniel Mansfield,Chris Sims"
6118,Rupayi,2022.0,139,"Action, Comedy, Drama",,,Vijay Jagadal,"Vijay Jagadal,Krishi Thapanda,Pramod Shetty,Shankar Murthy"
6119,The Castle,2022.0,78,,,Justina has been rewarded by her former employer for her lifelong devotion to her as a maid with a colossal mansion deep in the Argentinian Pampa. The only condition is that she must never sell it.,Martín Benchimol,"Alexa Olivo,Justina Olivo"
6120,Hizli Ayaklar: Olimpiyat Yolunda,2022.0,80,Animation,6.2,,Çagri Bayrakli,"Çetin Altay,Harun Can"
6121,Man,2022.0,72,Thriller,8.4,"Tortured by his inability to feel emotional or physical pain, a man finds murder to be his only respite - until he meets a lonely woman whose compassion awakens something inside.",Tzvi,"Jon Peterson,Stacie Brown,Paquito G. Myers,Noah Forrest"
6122,N-Goto,2022.0,103,Horror,2.8,,Yôsuke Gotô,"Minori Hagiwara,Kasumi Yamaya,Yuki Kura,Mariko Tsutsui"
6123,Taming of the Shrew,2022.0,8,Drama,,"A young Ukrainian female director arrives at the Polish National Theatre, where she is to begin rehearsals for a feminist performance based on the well-known comedy by William Shakespeare, ...",Katarzyna Szyngiera,"Tomasz Kot,Oksana Cherkashyna,Weronika Murek"
6124,Mission Everest,2022.0,126,"Adventure, Biography, Drama",1.9,A group of mountain enthusiasts of seven starts their journey with a dream to summit the top of the world and their struggle. Will they successfully summit?,Debaditya Bandyopadhyay,"Megha Chowdhary,Shankar Dey,Chandreyee Ghosh,Goutam Mukherjee"
6125,Alabora Ask,2022.0,110,"Drama, Romance",4.8,Ali is a man who makes his living by fishing. His life takes a completely different turn when a painful event occurs shortly before they get married to his fiancée Esma. Forced to make a ...,Alican Gebes,"Cemal Hünal,Belçim Bilgin,Erkan Can,Ilhan Sesen"
6126,The Bhen-Jah-Man,2022.0,64,"Action, Comedy, Drama",,"After the masked serial killer known as ""The Bhen-Jah-Man"" begins terrorizing the city of Wichita, it's up to three 'bonzos' and a resentful detective to bring him down as they unmask the truth in this mystery/comedy film.","Mason Vietti,Emerson Welsh","Emerson Welsh,Tristan Noller,Mason Vietti,Molly Donegan"
6127,The Loud House Show: Lily's Big Movie,2022.0,95,"Adventure, Comedy, Family",6.2,"Lily Loud gets very excited when she hears that Miss Shuttleworth has hidden a treasure at Aloha Beach. But when her and Lincoln go to find the treasure, Evil Leafy has a plan to steal the treasure and take over all of Royal Woods.",Graham Bullard,Graham Bullard
6128,Kundi Na Kharka,2022.0,130,Romance,,"This story of crime and revenge shows that when the victim does not get justice, justice takes its own course.",Malik Yaqub Noor,"Daniya Hussain,Jehangir Jaani,Achhi Khan,Babar Khan"
6129,Nenu C/o Nuvvu,2022.0,113,"Drama, Romance",8.0,"Maruthi, a son of a shopkeeper falls in love with Deepika, the only sister of Prathap Reddy, a zamindar and has deep political connections and believes in the caste system. Things take a ...",Saga Reddy Thumma,"Dhanraj,Ratna Kishore,Saga Reddy,Sathya"
6130,Ordhek Swapna,2022.0,95,Drama,,Gouri is a 16-year-old timid girl raised by a single mother who tries to escape the daily grind as she plans to flee with a 20-year old loafer guy,Ravikant Jaiswal,"Riya Panja,Mamoni Panja,Arindam Banerjee,Anika Paul"
6131,Bus 233,2022.0,88,Drama,,A character study that follows a biracial high school senior as he tries to navigate his way through a suburban landscape where everyone seems determined to force him into one stereotypical box or another.,Devin Fromer,"Devin Fromer,Alex Paloglou,Diane Amos,Iris Bosch"
6132,Gap Weekend,2022.0,83,"Comedy, Romance",,"A heartbroken guy befriends an offbeat girl after posting his dating manifesto online. As the two spend a weekend together in a pretend relationship, a connection grows that may both heal and complicate aspects of their real lives.",Todd Norwood,"Art Hall,Rosie Koocher,Nicola Graham,Robb Padgett"
6133,Halloween Jack 3D,,64,Horror,3.5,"10 years after the bloody murders by Halloween Jack at a holiday camp site, the three remaining survivors return to try and put their horrific past behind them - But Jack has other plans for them, in gut wrenching 3D.",Philip West,"Jason Allen,Safron Beck,Paul Belsey,Rachel Carter"
6134,Uttejana: The Fire,2022.0,119,Thriller,,,Sanjay Niranjan,"Rana Jung Bahadur,Dinesh Hingoo,Tarun Khanna"
6135,Don't Trick-Or-Treat Alone!,2022.0,60,Horror,,"On Halloween Night, 1990, a young girl is kidnapped by a demonic cult while trick-or treating alone in the shocking, final installment in the ""WXIP-TV Channel 6"" series.",Dustin Ferguson,"Brinke Stevens,Erica Rowell Green,Kurt Boyd,Vida Ghaffari"
6136,Eva,2022.0,91,Drama,,"A young guy lives in a small seaside town and, despite having a girlfriend, does not deny himself adventures on the side. One of the adventures turns out to be completely different from what he could ever have imagined.",Andrey Burmistrov,"Kaisa Biryulina,Valeria Kot,Gennadiy Kotov,Aleksandr Mizev"
6137,Steel Will,2022.0,107,"Drama, History",2.2,"Faced with the urgent need for steel to resist American aggression and help Korea, Chinese steelworkers overcame many obstacles and endured countless hardships to repair an abandoned blast furnace and produce steel as soon as possible.",Haiqiang Ning,"Ye Liu,Cecilia Han,Yongjian Lin,Guoqiang Zhang"
6138,Penal Cordillera,2022.0,104,,,"Brutal torturers of Pinochet's dictatorship are serving sentence in a luxury prison at the foot of the Andes. Fearing of transferring to a regular jail, the officers will go to great lengths to stay fury and violence in the mountains.",Felipe Carmona,
6139,Hello Carbot the Movie: The Secret of the Suspicious Magic Troupe,2022.0,78,Animation,,"Chatan and his family went to their grandfather's house for a vacation. He spends a pleasant time with his new friend that he met there, Sam-soon. At that time, an incident occurs where the...",Shinkyu Choi,"Hong Bum-ki,Ji Hyun Lee"
6140,Lots of Love,2022.0,108,"Drama, Romance",8.5,The story focuses on five short love stories that showcase how love nurtures healthy relationships and brings joy in our lives.,Vishwanand Pattar,"Vishwanand Pattar,Aadyaa Aaradhan,Divya Chalamalasetty,Nihanth Nt"
6141,Music 4 Teenagers,2022.0,60,"Horror, Music, Thriller",,Four teenagers are presented around a passion for music that unites them. The shy Brandon and the gloomy Killer P. will face their fears to decide a future in the world of music.,"Chiara Francesca Pecorino,Andrea Ventura","Fares Hamdy,Samuel Osagie Obayagbona,Yasmin Omrani,Chiara Francesca Pecorino"
6142,Vapor Green,2022.0,45,Horror,,"Ricky needs brains to create the addictive drug Vapor Green, but once supplies start running low, he finds himself collecting every brain he can get his hands on. Even if his friends have grave robbing and murder on there minds.",Stephen Grischuk,"Nicholas Grischuk,Ian Johnson,Rachel Kepler,Shane Kepler"
6143,The Voice,2022.0,105,Thriller,7.8,A man finds an unclaimed phone in his house that he just moved in. When an unknown number calls and threatened him he get the shock of his life. He has no other choice than listening to unknown number.,Yusuf Özgü,"Seda Alpat,Ibrahim Kendirci,Hasan Yavuz"
6144,going Home,2022.0,82,Crime,,"A man without a mustache sits down to discuss the ramifications of the Bangladesh Liberation War with a ghost, denied his homeland. Whereas a man who used to wear sunglasses at night wants ...",Mashroor Parvez,"Fahim Farouque,Nusrat Jahan Jerry,Kobi Guru Ovi,Mahbubul Islam Shanko Panja"
6145,Bhoonataka Mandali,2022.0,111,Drama,,,G.V. Ragavendra,"Rajesh Krishnan,Ashok Mahendra,Thushar Ravi,Sparsha Rekha"
6146,Cultura Musical,2022.0,45,Music,,,Leonardo Cabezas,"Juana Millar,Javier Bossart"
6147,Volnami,2022.0,56,"Drama, History",,Alexander and Ivan are sound engineers in Transbaikalia. They thought it would be another expedition where they would record the right sound atmospheres and afterwards return home. But what they heard was not what they expected.,Sergey Kalvarskiy,"Aleksandr Chubinets,Ivan Rashetnyak"
6148,Till,2022.0,130,"Biography, Drama, History",7.2,"In 1955, after Emmett Till is murdered in a brutal lynching, his mother vows to expose the racism behind the attack while working to have those involved brought to justice.",Chinonye Chukwu,"Danielle Deadwyler,Jalyn Hall,Frankie Faison,Haley Bennett"
6149,Blackout,2022.0,81,"Action, Crime, Thriller",3.8,"A man wakes in a hospital with no memory, and quickly finds himself on the run in a locked down hospital with the Cartel on his tail. He scrambles to find his true identity in the most vicious way.",Sam Macaroni,"Josh Duhamel,Abbie Cornish,Omar Chaparro,Nick Nolte"
6150,Renegades,2022.0,91,"Action, Crime, Thriller",4.3,"When a retired Green Beret soldier is murdered by an international drug gang in London, four of his veteran SAS comrades set out to avenge him, dispensing their own brand of justice on the streets of London.",Daniel Zirilli,"Danny Trejo,Patsy Kensit,Lee Majors,Michael Paré"
6151,Find Her,2022.0,86,"Mystery, Thriller",4.8,"When an ex-cop arrives in a small town searching for answers to a murdered ranch owner and his missing daughter, it slowly becomes clear he has his own personal agenda to finding the truth.",Nick McCallum,"Nick McCallum,Stelio Savante,Anais Lilit,Richard Gunn"
6152,Christmas with the Campbells,2022.0,88,"Comedy, Romance",5.3,"Jess gets dumped by her boyfriend right before Christmas but his parents still want to celebrate Christmas with her while their son is away. Then she meets his cousin, but once he returns, Christmas gets a lot more complicated.",Clare Niederpruem,"Brittany Snow,Justin Long,Alex Moffat,Julia Duffy"
6153,Rheingold,2022.0,138,"Biography, Crime, Drama",7.1,"Capturing the life of German hip-hop rapper, entrepreneur, and ex-convict Giwar Hajabi.",Fatih Akin,"Jesse Albert,José Barros,Felix Bold,Shaima Boone"
6154,*69,,100,"Horror, Mystery, Thriller",4.6,"A group of friends fall victim to tragic events after one of them dials *69 in response to a crank call. Tina, who's finally putting the missing pieces of her life back together after a car...",Elke Blasi,"Gina Mahoney,Joseph Miller,Christine Kolenik,Laurie Ann Davis"
6155,The Grump: In Search of an Escort,2022.0,109,"Comedy, Drama",6.6,The Grump goes to search for a second-hand car in Germany to replace his broken one but ends up settling accounts with his past.,Mika Kaurismäki,"Kari Väänänen,Rosalie Thomass,Ville Tiihonen,Tiina Lymi"
6156,Legacy,2022.0,92,"Action, Drama, Thriller",8.1,The story centres around the Saviour family and their enemies who are trying to steal the families Legacy.,Dan Brothers,"Jamie Humphrey,Ian Griggs,Melly Myers,Dave Courtney"
6157,Le marchand de sable,2022.0,105,Drama,6.2,,Steve Achiepo,"Moussa Mansaly,Aïssa Maïga,Ophélie Bau,Benoît Magimel"
6158,The Stolen Valley,2022.0,105,"Action, Western",8.2,"To save her dying mother, Lupe, a Mexican-Navajo mechanic bands together with an outlaw cowgirl. Together they must travel across the desert, outrun criminals, and confront a corrupt landowner.",Jesse Edwards,"Briza Covarrubias,Allee Sutton Hethcoat,Micah Fitzgerald,Paula Miranda"
6159,Punorjonmo 3,2022.0,86,"Horror, Thriller",7.6,"After discovering about Rafsan Haq's sinister side Rokeya is running away from him . On the other hand, Police is desperately trying to encircle Rafsan Haq. What will be his next move?",Vicky Zahed,"Afran Nisho,Mehazabien Chowdhury,Quazi Nawshaba Ahmed,Khairul Basar"
6160,Iris,2022.0,100,"Drama, Thriller",,"What is an eternity without the ones you love? Iris has lived a life of secrets, but with the imminent death of her last living relative, she has left herself open to new feelings while still longing for her lost true love.",Diana Rodriguez,"Alice Kremelberg,Grant MacDermott,Mary Looram,Eric Colton"
6161,Unreported,2022.0,90,"Crime, Drama, Mystery",7.8,"Unreported is the story of a man who has everything going his way. He has money, power, respect, and plenty of women. All of that changes when he is drugged and wakes up with the body of a ...",Jason E. Barnes,"Dylan Mooney,Daphne Duplaix,Joe Torry,Jason E. Barnes"
